@RELATION features

@ATTRIBUTE xMean 	NUMERIC
@ATTRIBUTE xStdDev 	NUMERIC
@ATTRIBUTE xIntqr 	NUMERIC
@ATTRIBUTE yMean 	NUMERIC
@ATTRIBUTE yStdDev 	NUMERIC
@ATTRIBUTE yIntqr 	NUMERIC
@ATTRIBUTE zMean 	NUMERIC
@ATTRIBUTE zStdDev 	NUMERIC
@ATTRIBUTE zIntqr 	NUMERIC
@ATTRIBUTE CorrXY 	NUMERIC
@ATTRIBUTE CorrXZ 	NUMERIC
@ATTRIBUTE CorrYZ 	NUMERIC
@ATTRIBUTE timeStamp NUMERIC
@ATTRIBUTE class 	{"sitting","walking","standing","lying","on table","running"}

@DATA
-9.6413474,0.02110078508041899,0.02632000000000012,-0.5816223833333334,0.01779245591483443,0.023628500000000052,-1.6588341333333334,0.02588098147784219,0.034402500000000114,0.26874693306070896,0.2634460378408089,0.06220410294526962,1445592786041,"lying"
-9.642196266666666,0.0187259088681613,0.025130000000000763,-0.5802265333333333,0.015452117354308645,0.022434500000000024,-1.6578492333333332,0.018662817031306823,0.023930000000000007,0.28236808189957785,0.30257544794371805,0.287683861989378,1445592792084,"lying"
-9.6453186,0.023694853512593723,0.030812499999999687,-0.5635920233333334,0.018586110391033413,0.02272099999999999,-1.6426108,0.04188639711853843,0.05593249999999972,0.3597229117088443,0.10371014194932338,-0.1011798585700469,1445592798126,"lying"
-9.638519766666667,0.02202005661337878,0.029899999999999594,-0.5582721733333333,0.018024302128163337,0.023926000000000114,-1.6698255,0.02947927096802123,0.032299999999999995,0.3300070594451157,0.17100264382980573,0.0351751455507327,1445592804169,"lying"
-9.639624266666667,0.017912828546902484,0.021549999999999514,-0.5560189333333333,0.017200422436154373,0.022719999999999962,-1.6619099,0.02896639216818008,0.03467999999999982,0.15456676268221609,0.24948581275023704,-0.09687492563315825,1445592810210,"lying"
-9.636314066666667,0.034673605000653716,0.04876249999999871,-0.54502811,0.023079885133100015,0.03350800000000009,-1.6745350666666667,0.08584667485469416,0.11485999999999996,0.03756020263077686,0.31585700671490724,-0.42392525417626153,1445592816253,"lying"
-9.635321033333334,0.028261114543657283,0.034689999999999444,-0.5448404,0.01858894946036849,0.02632100000000004,-1.6797194333333334,0.05705087723535284,0.0804600000000002,0.1133379433570943,0.25723687351167696,-0.3192062718361013,1445592822294,"lying"
-9.638311633333334,0.020196070737720964,0.025119999999999365,-0.5474963266666667,0.016915227352731734,0.02273599999999998,-1.6657612,0.038844460784933546,0.045162500000000216,0.11334008428130819,0.22205267748910026,-0.1610293754256317,1445592828337,"lying"
-9.633625799999999,0.023262925555009726,0.030509999999997817,-0.5438518733333333,0.01856290540191621,0.026024250000000082,-1.6813701333333333,0.0327257663203334,0.03798750000000006,0.07237922583899133,0.2557667929000224,-0.04953997672723438,1445592834401,"lying"
-9.630897566666667,0.020459061147137095,0.027510000000001256,-0.53875872,0.018958114399738674,0.025131000000000014,-1.6845092,0.04607228826362062,0.0652124999999999,1.587185960530495E-4,0.28175057133802917,-0.2913792942387154,1445592840444,"lying"
-9.629506566666667,0.02276879811872942,0.03110000000000035,-0.5349623433333334,0.01710662999418594,0.025116000000000027,-1.6931112333333334,0.03229690465529579,0.04037749999999973,0.21047662859289373,0.33302366906400926,0.023358725762453965,1445592846486,"lying"
-9.633617666666666,0.022532191520977556,0.028710000000000235,-0.5406972433333334,0.01839323085962989,0.024818500000000077,-1.6800106,0.03719483731266639,0.044259999999999744,0.14906837494186131,0.2377683497003462,-0.05516402477558235,1445592852529,"lying"
-9.629202866666667,0.025245833984258732,0.028417499999999762,-0.5340574166666667,0.020036287009160013,0.0272135,-1.7099568,0.03628115860875051,0.04515249999999993,0.11725645848154306,0.35105110471630974,0.012314614157952066,1445592858571,"lying"
-9.630475366666667,0.025305116768110585,0.031997499999999235,-0.5348229766666667,0.01910764909267889,0.02273499999999995,-1.7076002666666668,0.044939196944340586,0.05353249999999976,0.19192811457283027,0.2803105097879381,-0.13531895067007188,1445592864613,"lying"
-9.627324966666666,0.025158797493187723,0.028719999999999857,-0.5302206233333333,0.017728591851533224,0.026019750000000008,-1.7172915333333334,0.04405331148155066,0.054737499999999883,0.24092297373582122,0.22846860095610336,-0.09996869057954043,1445592870657,"lying"
-9.627540566666667,0.020372749078830386,0.028417499999999762,-0.52893643,0.016580870592052797,0.02273599999999998,-1.7178535,0.032951967923785165,0.035889999999999755,0.0696259482493208,0.2178547470246499,-0.13453516279603997,1445592876699,"lying"
-9.626491366666666,0.019684589301926195,0.02632000000000012,-0.5296700433333333,0.018431865037773335,0.023925999999999892,-1.7195442,0.03858373862974959,0.05353249999999998,0.13610353634579575,0.19953039064629285,-0.11264637718087929,1445592882741,"lying"
-9.631671633333333,0.021991067485748906,0.02870999999999846,-0.53843984,0.016927722001347848,0.023926000000000003,-1.7020649666666667,0.022981168770519214,0.02990999999999966,0.2789403052182365,0.17032714809770758,-0.02790125277031329,1445592888783,"lying"
-9.6336291,0.02536797404630587,0.031109999999998195,-0.54550272,0.018979493761594954,0.025130999999999903,-1.6874042666666667,0.038465795853342116,0.03798250000000025,0.13213679288274968,0.23944418262718142,-0.25713893446462077,1445592894828,"lying"
-9.6392017,0.0270788785647488,0.03320749999999961,-0.5560748833333333,0.020968343567457384,0.023925999999999892,-1.6636875333333334,0.04093558789656027,0.05234749999999999,0.1745646706763285,0.0803731743086175,-0.0015370492083855143,1445592900869,"lying"
-9.6411874,0.045144614206786574,0.05592749999999924,-0.5611155433333334,0.030751391683353103,0.031113000000000057,-1.6431938333333334,0.0923763132073269,0.11066250000000011,0.1461124707497734,0.10291106894738347,-0.2631849335462211,1445592906912,"lying"
-9.647233166666666,0.02222537397811583,0.029920000000000613,-0.55882251,0.017006029283459026,0.02394099999999999,-1.6323733333333332,0.023298551512145618,0.030817499999999942,0.21990857179323078,0.26519291384844806,0.15067325081082283,1445592912954,"lying"
-9.6420925,0.01907203537103408,0.02750999999999948,-0.5587458166666667,0.015423034624867278,0.020339999999999914,-1.6457460333333334,0.01861033592594388,0.02632000000000012,0.15922253294225383,0.2403207063041147,0.25157134834852524,1445592918996,"lying"
-9.645921033333334,0.01662036571359768,0.02153000000000027,-0.5596757533333333,0.01596272197534083,0.021545000000000036,-1.6455261333333333,0.023422219856200566,0.02990999999999988,0.09973193099812894,0.1956581362789289,0.09260103493197694,1445592925039,"lying"
-9.643500233333333,0.019118307680705812,0.025129999999998986,-0.5609159,0.015396319037452099,0.01794499999999999,-1.6467260333333333,0.01906004835802513,0.02512000000000003,0.10923719671597572,0.29828746498961856,0.20584350393952486,1445592931081,"lying"
-9.643551666666667,0.018356453738901983,0.022427499999999156,-0.56126755,0.015895348692442947,0.020340000000000025,-1.6473969,0.0277116245374575,0.0367900000000001,0.2020031667922321,0.28419848519318425,0.034326457473864515,1445592937123,"lying"
-9.646411333333333,0.018525273278841098,0.02632000000000012,-0.55818834,0.01606329853185447,0.023628500000000052,-1.6415544666666666,0.02039369292418225,0.02751999999999999,0.17937282266748542,0.2626356850690987,0.21656341283045907,1445592943166,"lying"
-9.643556333333333,0.018294172287585137,0.027510000000001256,-0.5579375866666667,0.017167793635473057,0.02273600000000009,-1.6472847333333334,0.0214958968534463,0.02483000000000013,0.1983674222638494,0.2444106128504453,0.1719960045023855,1445592949209,"lying"
-9.644341866666666,0.019083071080281316,0.024514999999999176,-0.5587147133333333,0.015096590121020574,0.020340000000000025,-1.6385592666666666,0.01954474118072754,0.027227499999999738,0.1584708339954676,0.2657558125913421,0.21655411588535806,1445592955251,"lying"
-9.638049466666667,0.033593918988793686,0.035294999999997856,-0.5501522066666666,0.019707409423307825,0.027510999999999952,-1.6614142666666667,0.044643681779976366,0.05623,0.20903601086409593,0.2683329870786771,-0.17364311590141682,1445592961294,"lying"
